Example ID,Suffix Guess
3588,"[366,1921,3180,1,5357,198,2235,15529,7788,32761,6375,8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,198,2235,8959,49094,34764,11015,3963,34482,3398,1565,5603,25382,5357,376,46144,7473,317,16652,2149,37232,33079,48933,198,2235,15986]"
12718,"[3963,23210,11,198,13,7879,42865,11,6375,4810,19238,29722,26,6375,43949,44180,23255,49,8577,24131,8,29630,36,5959,7257,2937,1961,5357,6177,15529,198,13,7879,3336,15513,3963,43031,25382,11,7655,2767,16879,3268,27342,10659,11,19269,18379,43031,25382]"
1184,"[6814,12,24442,5320,201,198,220,220,220,220,220,220,220,1279,20285,305,4299,1438,2625,24442,1,2956,72,2625,4023,1378,2503,13,3262,44749,13,2398,14,5907,14,73,17,325,12,16302,16,14,10459,1,11037,201,198,220,220,220]"
12723,"[1,2685,39231,2625,18,1,2685,2777,4092,2625,15,1,10638,2625,17410,21293,3084,11,13487,5050,11,290,281,7468,5320,198,27,6888,1159,6927,12626,29,46202,3556,12626,6927,12626,1398,2625,8658,12915,5320,5,77,24145,26,3556,12626,12240,6888]"
1180,"[357,7783,278,18038,2427,286,198,1003,262,4277,3815,5640,262,2792,284,407,670,737,198,7785,4808,796,20789,3262,13,4061,7934,5769,45991,8,198,7785,4808,796,357,3605,7,4023,13,18453,4008,198,7785,4808,796,357,3605,7,4023,13]"
11313,"[422,7097,5043,290,4237,286,262,7035,11,290,815,407,307,30816,355,262,17819,286,262,2706,3025,6117,1656,13,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
8127,"[2196,286,257,8271,13,2896,13185,284,2458,422,262,3726,286,2106,13,1649,7368,329,1351,25,3544,262,1459,2196,286,257,8271,772,611,262,2196,286,262,2134,326,373,3804,284,262,1351,3421,13,2896,13185,284,1262,262,749,2274,2196]"
1177,"[41755,11335,10979,3963,198,9,220,28932,2257,2043,37780,21090,50,6375,49254,26,406,18420,3963,23210,11,42865,11,6375,4810,19238,29722,26,6375,43949,44180,198,9,220,23255,49,8577,24131,8,29630,36,5959,7257,2937,1961,5357,6177,15529,3336,15513]"
1176,"[6214,19249,198,220,220,220,220,220,220,220,2393,38559,24290,62,16,62,15,13,14116,393,4866,379,1279,64,13291,2625,4023,1378,2503,13,39521,13,2398,14,43,2149,24290,62,16,62,15,13,14116,1,2496,2625,62,4852,5320,4023]"
5922,"[15529,3336,15513,3963,43031,25382,11,7655,2767,16879,3268,27342,10659,11,19269,18379,43031,25382,11,6375,309,9863,198,1635,357,1268,39149,2751,399,7156,43,3528,18310,6375,25401,54,24352,8,5923,1797,2751,3268,15529,34882,16289,3963,3336,23210,3963,12680]"
1186,"[198,1174,3336,337,23261,12576,50,15986,36592,2389,1961,366,1921,3180,1600,42881,34764,56,3963,15529,509,12115,11,198,1174,7788,32761,6375,8959,49094,11,47783,2751,21728,5626,40880,5390,3336,34764,11015,3963,198,1174,34482,3398,1565,5603,25382,11,376]"
11309,"[11,19387,1539,13954,48778,50,11096,34764,56,13315,23337,9795,5390,12680,220,198,1635,47466,11,47783,2751,11096,8959,49094,34764,11015,3963,34482,3398,1565,5603,25382,5357,198,1635,376,46144,11,3268,8005,49261,50163,23848,367,1404,11,19387,13,9348,43031]"
5928,"[198,1635,13954,48778,1137,25,12680,47466,3180,36592,2389,1961,11050,30939,3698,366,1921,3180,1,5357,15529,7788,32761,6375,201,198,1635,8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,8959,49094,34764,11015,3963,201,198,1635,34482]"
1169,"[15414,796,555,25011,198,321,834,25454,796,3126,198,321,834,83,15104,498,62,23928,3628,62,10378,82,796,29568,321,834,32257,62,9688,62,10619,8,198,321,834,83,15104,498,62,23928,3628,62,33152,796,29568,51,3727,46,8,198]"
5929,"[366,1921,3180,1,5357,15529,198,1635,7788,32761,6375,8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,8959,49094,198,1635,34764,11015,3963,34482,3398,1565,5603,25382,5357,376,46144,7473,317,16652,2149,37232,33079,48933,11,15986,198]"
9592,"[11,47783,2751,21728,5626,40880,5390,3336,34764,11015,3963,220,198,1635,34482,3398,1565,5603,25382,11,376,46144,7473,317,16652,2149,37232,33079,48933,5357,220,198,1635,44521,1268,10913,2751,12529,13,3268,8005,49261,50163,28844,12509,37,3697,1137,5357,47551]"
11308,"[198,27,2213,29,198,27,400,1398,2625,4033,5962,1,8354,2625,4033,5320,5841,7483,290,5994,3556,400,29,198,27,400,1398,2625,4033,5956,1,8354,2625,4033,5320,17410,290,12489,3556,400,29,198,3556,2213,29,198,27,2213,1398,2625]"
