Example ID,Suffix Guess
8778,"[2503,13,43073,13,2398,14,677,4541,14,43,2149,24290,12,17,13,15,198,1635,198,1635,17486,2672,416,9723,1099,393,4987,284,287,3597,11,198,1635,3788,9387,739,262,13789,318,9387,319,281,198,1635,366,1921,3180,1,29809,1797]"
3747,"[16404,12997,284,410,13,362,286,262,4946,9865,13,1272,6118,13789,12729,198,1635,220,220,220,5855,3185,43,4943,290,1276,407,307,973,416,597,505,475,262,2151,2241,393,2241,3436,287,17856,351,262,198,1635,220,220,220,2478,393]"
3746,"[428,9207,11,1390,42220,393,20864,11,857,407,20135,17819,286,393,416,262,30114,3166,393,6299,925,416,262,4081,2157,262,3186,393,262,1664,393,4009,2157,262,3186,13,28045,286,262,1321,468,407,14799,10667,262,1321,13,16126,262,9991]"
11740,"[11709,27007,90,20500,11709,18477,90,14,20500,11709,27007,61,20500,11709,7120,3053,468,587,1908,7675,13,4222,8856,428,3053,393,2800,514,757,13,921,460,1064,503,517,546,674,7481,379,1279,64,13291,2625,4023,1378,70,2135,70,19265,13]"
6981,"[11,860,2999,376,13,18,67,379,604,2920,357,421,10720,520,2308,11,767,2919,376,13,18,67,198,265,1105,3829,737,4698,428,564,250,47050,11608,4708,19444,447,251,1332,11,356,1276,10716,564,250,66,977,741,447,247,82]"
3743,"[11435,1730,714,22451,786,6027,4896,286,517,621,720,3064,2997,11,475,262,1664,531,340,561,407,787,257,2643,379,262,976,640,355,262,1294,1664,750,13,383,8283,4271,2098,326,428,373,4047,1884,11,12988,11614,4237,11,475,257]"
6983,"[284,534,1981,5917,13,383,2846,389,2426,284,674,3884,7546,13,1002,345,3853,284,1006,14149,534,8063,832,514,11,345,389,4497,329,5989,262,2104,8063,5236,379,262,886,286,262,3381,393,329,355,890,355,345,3520,287,11846,351]"
3740,"[290,1695,284,2687,13,887,287,1502,284,2555,1804,523,11,356,761,534,1104,13,775,2897,257,4996,286,2842,329,674,7183,284,1104,514,11,422,1277,10976,284,2041,35675,290,3608,20813,851,290,790,1310,1643,5419,13,6952,345,13]"
6980,"[220,198,1003,12680,47466,3180,36592,2389,1961,11050,3336,27975,38162,9947,367,15173,4877,5357,27342,9865,3843,20673,366,1921,3180,1,5357,220,198,1003,15529,7788,32761,6375,8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,8959,49094]"
3739,"[25836,12,79,56,20185,2736,15450,22,45,10,23548,70,22,66,42,83,65,47,21211,18,37,83,14,67,85,38,23,27481,54,57,27015,65,89,81,80,48,16,37,10,23,73,45,55,8873,8905,54,73,57,88,71]"
