Example ID,Suffix Guess
9931,"[198,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
3720,"[818,796,309,8479,16,201,198,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
1090,"[1565,371,34874,12246,4176,198,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
322,"[3740,1378,12567,13,785,14,1416,6081,12,8457,198,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
11691,"[220,40364,1058,30629,27514,5,2,58,15,12,24,48688,26,14726,7,27514,5,2,87,58,15,12,24,64,12,69,32,12,37,48688,26,14726,7,27514,5,58,64,12,89,32,12,57,15,12,24,62,25,6852,7874,48688]"
9998,"[16,13,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
3098,"[6239,1546,201,198,19238,1849,41755,1961,11335,1849,3933,13,1849,220,1849,43559,1849,327,4663,43633,2043,1849,7102,2257,2043,3843,1546,1849,3336,1849,27196,42446,1849,5357,1849,201,198,12532,1137,1849,3268,1849,15859,12532,19240,1849,13315,1849,376,1961]"
6834,"[357,22019,19703,4668,24844,705,5450,11537,5633,705,5450,1378,3019,13,17457,12708,13,785,14,28751,549,2781,14,14689,13,8457,6,1058,705,4023,1378,14689,13,89,7637,23548,648,13,65,1698,84,13,785,14,14689,13,8457,17020,198,220]"
6678,"[198,220,220,220,7359,2618,29,198,3556,6494,29,198,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
6172,"[2393,326,198,526,11791,428,2438,737,198,1,198,1,921,815,423,2722,257,4866,286,262,22961,3611,5094,13789,290,198,526,262,22961,12892,263,3611,5094,13789,1863,351,428,1430,13,220,1002,198,526,407,11,766,1279,4023,1378,2503]"
11543,"[198,3556,7146,29,198,198,27,7146,1398,2625,2411,5320,198,198,27,7146,1398,2625,2411,12,23814,5320,198,220,1279,64,13291,2625,5450,1378,12567,13,785,14,76,301,591,67,14,18769,26418,12,82,2197,14,260,29329,14,12985,14]"
3559,"[220,657,25,8005,62,3955,16437,10979,6234,198,198,438,930,198,438,19937,7268,262,7822,286,262,705,35,40760,2390,2149,6,2099,329,262,198,438,5888,13,198,438,198,438,770,8265,23986,262,705,35,40760,2390,2149,6,2099,11]"
3187,"[13086,33993,5781,44,220,220,1315,198,198,2,32088,11900,4808,34509,31235,62,50,3528,3398,11163,62,39,9466,198,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
807,"[7803,12,20,35,14610,198,198,3556,12417,29,198,198,27,5898,263,2597,2625,11299,10951,5320,198,220,1279,12626,1398,2625,16129,5320,15823,3556,12626,29,198,3556,5898,263,29,198,198,27,28112,7873,2176,3404,14610,198,27,12048,12351,2625]"
