Example ID,Suffix Guess
4232,"[1921,3180,7061,5357,15529,7788,32761,6375,8959,49094,34764,11015,11,47783,2751,11,21728,5626,198,43,3955,22061,5390,11,3336,8959,49094,34764,11015,3963,34482,3398,1565,5603,25382,5357,376,46144,7473,198,32,16652,2149,37232,33079,48933,15986,13954,48778,1961]"
5152,"[9667,286,717,9207,290,198,1635,2035,428,7170,4003,393,257,4941,284,198,1635,2638,1378,44813,1668,13,2398,14,677,4541,14,21800,12,18,12,2601,682,198,1635,2236,307,3017,287,477,9088,393,8904,16690,286,262,10442,13,198,1635]"
10626,"[198,1635,220,220,973,284,11438,393,7719,3186,10944,422,428,3788,1231,198,1635,220,220,2176,3161,3194,7170,13,198,1635,198,1635,12680,47466,3180,36592,2389,1961,11050,3336,27975,38162,9947,367,15173,4877,5357,27342,9865,3843,20673,366,1921,3180]"
12627,"[262,22961,3611,5094,13789,2196,362,355,198,1635,3199,739,262,24843,13789,2196,362,379,198,1635,2638,1378,2503,13,43073,13,2398,14,677,4541,14,43,2149,24290,12,17,13,15,198,1635,198,1635,1279,79,29,198,1635,1002,345,547]"
2010,"[1105,8614,357,77,4064,1802,18189,1478,11405,299,4064,1802,19841,1248,8,8614,357,77,4064,1802,18189,2534,11405,299,4064,1802,19841,4974,4008,5633,657,1058,352,1776,198,92,198,198,26410,286,262,2029,4226,25,198,16,198,1157,198,1157]"
10630,"[70,23155,40,4339,70,9865,1404,1565,33,70,74,80,71,4106,38,24,86,15,4339,48,15,37,26853,20,49215,2032,34,48,35755,53,48,48,8264,86,41,48,48,9328,48,198,5673,19,9273,16,8924,1925,44,6535,76,24]"
10633,"[286,262,13789,11,393,198,7,265,534,3038,8,597,1568,2196,13,198,198,464,22961,3611,5094,13789,338,10288,284,366,15252,2438,1,290,366,1324,5969,198,10459,1,460,307,9569,355,1719,777,2846,287,2219,11,393,484,743,307]"
2013,"[5332,2682,1157,37,32642,36,15,37,2246,37,23,34,201,198,25,940,4851,33,830,5332,2327,6659,37,19,33,15,35,15,36,6469,16412,1961,15,37,6469,36,5774,5777,2998,34,2919,36,201,198,25,940,37,4093,830,23]"
2014,"[89,83,35,1565,3528,83,44,86,56,23,50,65,17,21383,10,42,76,22,9328,48,79,15,53,19,67,11319,77,37,22,57,73,10,49,73,69,1268,2049,73,39,86,330,37,988,66,14,76,53,86,70,855]"
12630,"[3865,29119,5777,17032,37,2943,37,16,37,4339,36,16,201,198,25,940,15112,22,830,5892,14529,6659,14529,1238,14529,15,26001,21,37,4531,19,7708,24,8579,2079,32,15,26001,1961,18,201,198,25,3023,15112,23,2388,1129,28688,48372]"
5133,"[41,73,7556,53,1360,67,15,79,18,79,55,33,16,81,49,571,57,52,4792,78,3978,88,21,5574,48,21,53,81,73,10008,64,37,69,14,77,41,38,89,40,87,26009,28202,19,87,15,87,3955,10,33,2998]"
5123,"[2742,11,14317,393,584,4708,2594,13,11399,11,262,9991,290,198,41617,389,407,14837,2176,2742,393,14317,5608,13,198,198,362,13,383,1772,7,82,8,290,9991,7,82,8,286,428,1492,423,2077,790,1337,287,262,11824,286,428]"
10643,"[290,1695,284,2687,13,887,287,1502,284,2555,1804,523,11,356,761,534,1104,13,775,2897,257,4996,286,2842,329,674,7183,284,1104,514,11,422,1277,10976,284,2041,35675,290,3608,20813,851,290,790,1310,1643,5419,13,6952,345,13]"
5114,"[355,3199,416,220,198,1635,262,3232,10442,5693,26,2035,2196,513,11,393,357,265,534,3038,8,220,198,1635,597,1568,2196,13,198,1635,220,198,1635,770,1430,318,9387,287,262,2911,326,340,481,307,4465,11,475,220,198,1635]"
5112,"[198,198,31815,284,10467,12,33553,37034,198,198,1135,389,407,4497,393,17583,329,262,9922,11,2695,11,393,6593,286,2368,12,10608,6692,5043,13,775,7634,4313,326,345,466,534,898,4795,2267,290,5725,257,3315,4708,878,1642,597,5068]"
10645,"[351,514,319,674,5079,1641,9912,13,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
5110,"[2587,318,284,307,5625,13,383,3912,276,17216,540,2587,318,39119,27163,319,262,32305,11,543,318,262,2457,1720,286,262,32553,1429,13,383,3912,276,17216,540,2587,318,7042,416,11524,257,17216,540,2587,4610,284,262,32305,287,1502,284]"
12615,"[18319,87,32126,3017,198,2,355,4263,287,262,11532,10314,13,383,4277,318,838,13,5740,326,198,2,618,345,13096,262,10369,2546,706,257,4388,779,286,18319,87,11,345,198,2,761,284,14500,37173,262,2080,46267,4324,326,1625,351]"
10648,"[7414,541,2070,25,198,220,532,1391,7753,2389,25,1367,7029,830,11,10103,25,277,19,66,18,64,15,65,17,66,20,65,18,65,15,64,19,69,23,21101,3829,68,17,66,24,66,23,21101,3829,11,2099,25,362,92]"
5125,"[3980,68,6659,69,27192,65,535,2816,64,21,487,5999,2231,68,46589,66,15,69,4521,68,20,65,2780,68,486,65,38565,66,324,66,405,1433,1828,21855,20,68,35447,65,46636,1600,198,220,220,220,220,220,220,220,220,220]"
10624,"[290,284,262,25452,3403,286,597,584,3067,2139,13,198,198,464,3119,468,14320,14,324,40044,9519,11,543,389,2426,284,11500,290,460,307,9167,416,27390,262,3119,1262,262,1271,319,262,25452,12641,13,198,198,1212,3119,3578,17252,287]"
2003,"[1866,286,383,5398,6416,23015,5396,11,3457,13,5855,43387,32,11074,29244,32,1866,290,10792,9692,389,2035,11983,1866,286,428,2524,393,389,34304,284,2148,281,4459,319,257,1948,3119,13,29244,32,318,407,4497,329,262,9922,286,597,1321]"
5166,"[10951,29,286,3261,2901,7795,13,198,1635,921,1276,22389,262,3403,286,262,20101,34,8267,12,34,5964,355,26772,416,327,16412,11,198,1635,31171,6998,290,3268,49,3539,379,262,1708,10289,1279,4023,1378,2503,13,344,20346,13,10951,29]"
1975,"[15,88,45,5603,16,44,73,52,87,198,2,399,5603,18,44,9328,88,44,89,48,88,44,89,32,15,44,89,40,89,44,89,36,89,12740,52,88,44,89,52,18,11251,75,35,13752,74,89,13752,52,19,44]"
10601,"[2672,416,9723,1099,393,4987,284,287,198,3597,11,10483,22854,36833,597,17142,50174,286,20729,1799,11,198,13547,329,257,1948,4007,11,393,1729,12,10745,1806,972,13,198,807,13,7576,20597,319,7455,1799,13,198,23,13,16,1002,262]"
