Example ID,Suffix Guess
3552,"[198,1635,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
7595,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,198,1635]"
3736,"[24,4,2749,1,198,220,220,220,220,220,220,220,220,220,220,220,8964,198,220,220,220,220,220,220,220,220,220,220,220,1391,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,366,3672,1298,366]"
11985,"[290,259,13,26069,1377,12240,7146,6927,28112,5268,764,26069,12,25677,1377,6927,7146,1398,2625,38125,4798,1,3918,2625,20063,25,16885,26,23984,7146,6927,7146,1398,2625,20063,16885,1,3918,2625,13812,25,23108,26,23984,7146,12240,7146,29,198,220]"
2878,"[1635,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
13373,"[220,19430,20361,7203,1639,389,6427,720,8423,355,257,1988,329,11507,9794,30642,543,318,7498,355,2672,13,554,1339,345,1975,428,11507,373,23175,7498,355,2672,11,989,428,416,4756,281,2071,379,3740,1378,12567,13,785,14,8356,14,8356]"
13420,"[743,307,973,284,11438,393,7719,3186,10944,422,198,1635,428,3788,1231,2176,3161,3194,7170,13,198,1635,220,198,1635,12680,47466,3180,36592,2389,1961,11050,3336,27975,38162,9947,367,15173,4877,5357,27342,9865,3843,20673,366,1921,3180,1,198,1635]"
7306,"[198,220,32382,15,198,198,7,19571,9288,13,82,8,198,7,19571,9288,8,198,58,16,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352]"
1204,"[198,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
13263,"[220,7359,377,29,198,197,197,3556,7146,29,198,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
9545,"[14253,2625,15,657,28119,28119,1,2196,2625,16,13,16,1,35555,5907,2625,4023,1378,2503,13,86,18,13,2398,14,11024,14,21370,70,1,279,12,312,2625,4310,2425,1,9647,2625,1238,1,6001,2625,1238,23984,21370,70,29,198,220]"
792,"[220,366,11213,1298,366,36690,10223,287,543,262,7412,12124,82,329,2297,10983,6046,1574,4263,389,6589,13,2312,7412,12124,82,389,7685,6589,287,262,9808,29323,25745,13,921,815,691,761,284,13096,428,611,345,1053,6589,262,7412,12124,82]"
12826,"[220,220,220,7359,2618,29,198,3556,6494,29,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
10324,"[8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,8959,49094,34764,11015,3963,34482,3398,1565,5603,25382,5357,376,46144,7473,317,16652,2149,37232,33079,48933,15986,13954,48778,1961,13,220,198,1635,3268,8005,49261,50163,3336,27975,38162,9947]"
9998,"[16,13,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
4035,"[284,262,5582,23184,13,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
10761,"[220,220,220,220,220,220,1279,5219,29,26259,486,1157,8298,486,26259,26259,18005,8784,26259,26259,26259,26259,26259,26259,26259,3064,8784,1157,8784,1157,8784,486,486,26259,26259,26259,26259,26259,26259,8784,26259,1157,486,26259,405,26259,486,26259,486,26259]"
5636,"[24,60,28988,10091,91,38016,3693,15,12,24,48688,4008,19510,58,42,20474,7250,36,60,72,14726,58,22510,74,1326,60,91,26933,68,36,7131,10,41441,60,30,58,15,12,24,48688,4008,90,15,11,16,92,3,47454,198,220]"
256,"[3128,318,3414,287,262,198,1236,8652,902,2665,286,674,5313,2524,13,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
6436,"[318,3017,287,262,6082,21387,198,526,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
9098,"[2539,6,4249,262,3891,705,73,9069,2539,11,474,9069,2539,62,16366,11,198,1635,220,220,474,9069,2539,62,9945,11,474,9069,2539,62,9945,62,69,9602,11,474,9069,2539,62,9945,62,26230,6,286,705,73,9069,2539,6,743]"
12837,"[23,1,198,220,220,220,220,220,220,220,366,91,59,2931,24,91,59,3064,91,59,8784,91,59,15377,59,830,91,59,15197,59,830,91,59,13464,59,830,91,59,13348,59,830,91,59,15801,59,830,91,59,15982,59]"
10352,"[220,1782,201,198,92,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
7631,"[357,72,58,81,4083,80,28,72,58,81,4083,80,15886,21737,737,14689,7,853,2886,8,5512,72,58,81,4083,75,28,16,9,3605,7536,9783,64,28,82,13,17953,20180,7,78,828,198,220,285,28,82,13,1136,36,3639]"
4490,"[6375,8959,49094,198,16279,32506,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,8959,49094,34764,11015,3963,34482,3398,1565,5603,25382,5357,198,37,46144,7473,317,16652,2149,37232,33079,48933,15986,13954,48778,1961,13,220,3268,8005,49261,50163,3336,44746]"
10608,"[197,90,198,197,30238,575,56,37,17961,1635,22556,14259,796,357,22556,20311,31936,575,56,44,7036,4503,7,26314,34,62,45,2257,29462,1776,198,198,15211,22556,22556,58,26314,45,60,318,1541,23224,13,220,9466,198,197,361,357,22556]"
4925,"[197,71,70,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48]"
4078,"[3486,7,72,10,16,8,796,317,7,73,8,1635,569,7,72,8,220,357,16,13,20,8,198,9,29,3467,437,332,8664,320,198,9,29,198,9,29,3467,17143,58,259,60,399,45,198,9,29,3467,332,8664,320]"
4547,"[269,15,362,69,269,15,362,69,220,362,66,257,23,269,23,257,15,257,15,257,15,257,15,220,257,15,257,15,257,15,257,15,257,15,257,15,257,15,930,2109,91,198,10535,1899,220,3571,3571,3571,3571,3571]"
