Example ID,Suffix Guess
5950,"[720,16,13,24,2997,572,262,5466,286,1176,326,373,407,973,13,1406,2039,1313,4409,290,7713,6989,9257,287,262,7765,286,262,17235,13,628,37404,20556,16000,30934,198,4863,25,220,197,1,44,2794,11,1717,1,1279,3620,2794,31]"
1183,"[12626,1398,2625,8658,12915,5320,5,77,24145,26,3556,12626,12240,6888,1159,29,198,27,2213,29,198,27,400,1398,2625,4033,5962,1,8354,2625,4033,5320,5841,7483,290,5994,3556,400,29,198,27,400,1398,2625,4033,5956,1,8354,2625,4033]"
2088,"[347,70,74,80,71,4106,38,24,86,15,15199,86,38,1130,80,71,4106,38,24,86,15,4339,10917,37,3838,4503,32,48,36,1921,33,74,41,71,65,55,57,71,56,74,48,14,69,48,48,85,53,21,57,65]"
6287,"[351,514,11,523,345,460,3328,304,12,4529,21675,5115,968,1971,2254,1705,30,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
10103,"[13,2312,5696,389,2810,739,2846,198,1635,286,257,13789,12729,1022,7193,47096,290,3825,13,770,3037,198,1635,318,6861,416,3294,1294,290,4037,21216,13,198,1635,198,1635,770,4003,290,39629,284,7193,47096,743,407,307,4615,13,198,1635]"
6286,"[4274,2198,717,13,198,198,19,13,17,13,20,1867,318,674,22092,7929,7913,25,198,198,1890,597,20743,393,1104,2428,11,3387,869,674,6491,1104,319,657,7410,604,4531,767,16243,198,198,19,13,17,13,21,1148,428,257,19126]"
6282,"[13,15,198,1635,198,1635,17486,2672,416,9723,1099,393,4987,284,287,3597,11,3788,198,1635,9387,739,262,13789,318,9387,319,281,366,1921,3180,1,29809,1797,11,198,1635,42881,34764,11015,6375,7102,49828,11053,3963,15529,509,12115,11,2035]"
6281,"[34482,3398,1565,5603,25382,11,376,46144,7473,317,16652,2149,37232,33079,48933,5357,198,2,44521,1268,10913,2751,12529,13,3268,8005,49261,50163,3336,37195,20673,6375,27975,38162,9947,367,15173,4877,9348,198,2,43031,19146,7473,15529,47666,3955,11,29506,25552]"
10109,"[357,20274,4809,12915,4122,36727,36621,8053,23004,9876,11,11454,4049,8,1391,198,197,361,35328,13,3792,20491,3419,1391,198,197,197,49464,796,35328,13,10434,4561,272,7,49464,11,277,80,32656,10,1,14,16177,12915,4122,36727,7469,50101,11792]"
1174,"[749,6768,973,8173,329,5922,18955,19736,11,5176,284,262,1588,1271,290,3858,286,5174,34196,6583,290,511,3585,1402,1271,286,10812,287,262,19270,13,2312,19736,423,867,1593,5479,884,355,18239,286,2057,3186,290,287,262,2050,286,8513,9573]"
3622,"[15,12740,35,34970,48,2389,4339,7340,10913,57,56,41,39,57,75,31522,45,40842,1495,56,41,38,24,1789,53,73,67,39,37371,41,21713,88,56,17,24831,36020,53,88,53,9419,15,65,18,1921,198,197,3838,38,5247,42]"
2086,"[734,16394,2444,11,13633,7873,290,36106,1709,259,11,287,511,16394,1430,379,2059,286,3442,379,14727,13,7873,290,1709,259,7690,262,1438,23645,355,340,12433,262,1438,286,262,3644,11444,508,4166,262,2989,3113,13,554,3090,11,262,1438]"
6270,"[383,2029,6634,4003,290,428,7170,4003,2236,307,3017,198,1174,287,477,9088,393,8904,16690,286,262,24310,13,198,1174,198,1174,3336,337,23261,12576,50,15986,36592,2389,1961,366,1921,3180,1600,42881,34764,56,3963,15529,509,12115,11,198,1174]"
8664,"[22842,12,33,53,56,4178,50,5064,68,42,16,67,70,76,41,76,16,66,80,16,73,19,64,13396,37845,11211,21,65,23,361,86,70,23,79,16,72,54,76,85,10,66,22,84,21,83,19,67,70,18,10]"
10117,"[1635,22961,12892,263,3611,5094,13789,329,517,3307,13,198,1635,198,1635,921,815,423,2722,257,4866,286,262,22961,12892,263,3611,5094,13789,198,1635,1863,351,262,25861,2200,77,13,1002,407,11,766,1279,4023,1378,2503,13,41791,13,2398]"
10118,"[3670,2625,4871,287,8745,13,73,3524,17,67,13,9288,3077,5320,23839,16281,3556,32,12240,33,12240,4221,29,198,3556,5446,29,198,27,5446,347,15916,3535,1581,2625,11186,1,42715,2625,10962,25166,10258,5320,198,27,21016,8355,16284,2625,3506]"
2852,"[34482,3398,1565,5603,25382,393,198,1635,376,46144,7473,317,16652,2149,37232,33079,48933,13,220,4091,262,22961,3611,5094,13789,198,1635,2196,362,329,517,3307,357,64,4866,318,3017,287,262,38559,24290,2393,326,198,1635,11791,428,2438,737,198]"
13775,"[2430,4550,477,1115,284,13690,2430,4550,477,1440,284,13690,34171,7,3064,19,2481,4032,41707,15,11537,2404,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510,19510]"
2093,"[37321,5569,39516,8,1429,6601,7,16002,33245,13,34379,11,1366,17635,26327,8,357,600,11,4049,8,1391,198,197,1640,1391,198,197,197,69,16762,13,18557,18755,7203,36948,1366,4943,198,197,197,361,9881,13,19242,50,1648,844,7,7890]"
1163,"[3398,1565,5603,25382,393,376,46144,7473,317,16652,2149,37232,33079,48933,13,220,4091,262,198,16630,52,3611,5094,13789,329,517,3307,13,198,198,1639,815,423,2722,257,4866,286,262,22961,3611,5094,13789,198,24176,351,49553,3955,13,220,1002]"
10120,"[7340,10913,57,56,41,39,57,75,31522,45,40842,1495,56,41,38,24,1789,53,73,67,39,37371,41,21713,88,56,17,24831,36020,53,88,53,9419,15,65,18,1921,198,197,3838,38,5247,42,36208,8141,24,53,41,38,4349]"
6262,"[13,1114,4554,11,611,1366,2523,326,257,19091,318,257,4336,286,279,538,13396,11,257,41448,287,262,4469,286,257,2823,561,2583,281,6728,329,279,538,13396,11,981,257,2823,286,257,4336,481,1541,2583,281,6728,329,29803,12,28635]"
6261,"[450,1460,416,1573,286,5422,7124,5423,13,775,1975,428,4130,857,475,340,857,407,9149,393,11767,262,9922,11,20179,11,3872,15538,11,3081,11,393,1224,43205,286,597,6299,925,13,770,4130,318,6159,257,47770,4249,281,17819,286,18073]"
6269,"[26830,14,2149,34,68,24,81,53,65,85,35,89,39,23,41,993,2780,39,65,19,48,15,39,65,18,2704,40,23,80,8471,86,18,52,48,4531,39,53,22,50,19,51,2821,1544,1268,76,48,38,21,89,10]"
7494,"[12,2339,8526,460,307,4073,416,867,20547,11,1642,340,2408,284,30534,543,3392,389,1450,2644,1336,1621,198,198,7676,13,513,11,1853,851,4650,4697,661,3328,530,12,2435,1402,5003,11455,422,19369,393,23980,26,1881,3586,428,614,373]"
10092,"[44,25093,39,85,12564,20,42,44,14,16,11623,220,220,220,1220,40,54,56,35906,5439,20,71,14,75,34,24,48,44,12114,51,21,32,855,1600,198,220,220,220,220,220,220,220,220,220,220,220,366,7959,1298,2081]"
