Example ID,Suffix Guess
13999,"[1398,2625,34924,5320,198,220,220,220,1279,7146,1398,2625,25677,5320,198,220,220,220,7359,7146,29,198,220,220,220,1279,71,16,1398,2625,25677,5320,198,220,220,220,220,220,220,220,18435,2159,198,220,220,220,7359,71,16,29]"
4038,"[3556,12626,12240,6888,1159,29,198,27,2213,29,198,27,400,1398,2625,4033,5962,1,8354,2625,4033,5320,5841,7483,290,5994,3556,400,29,198,27,400,1398,2625,4033,5956,1,8354,2625,4033,5320,17410,290,12489,3556,400,29,198,3556,2213]"
10361,"[10047,588,339,857,13,383,32705,329,6401,14006,6,1081,3617,19123,20721,1690,3544,257,2408,734,12,43365,12,261,12,1169,12,69,1186,3526,8173,326,19478,6656,11023,268,717,2968,1143,475,543,1938,884,355,5256,10424,423,4166,3675,1461]"
4033,"[27617,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
10367,"[1095,2361,11405,33480,15908,532,79,1220,13,6893,8107,14,37348,1095,26,9809,705,4342,389,257,1178,3307,546,428,25716,2939,357,1890,517,1321,3387,3187,3740,1378,2503,13,6893,8107,13,952,14,31628,14,35790,14,8692,12,17566,14,8692]"
10370,"[257,367,1697,2788,5506,42324,77,1772,393,4306,423,257,2176,1808,393,2912,329,25577,1008,11,1254,1479,284,3053,514,379,1561,284,26371,1008,31,71,1236,654,64,13,2398,13,2102,11,3387,3465,326,356,743,407,307,1498,284,3031]"
4027,"[197,197,361,11454,19039,1181,13,2617,37321,9012,7,5532,2389,11,336,13,312,11,336,13,1102,5907,1776,11454,14512,18038,1391,198,197,197,197,7783,11454,198,197,197,92,198,197,92,2073,611,336,13,271,47,7474,8614,336,13]"
10360,"[3525,12576,29506,25552,198,1635,357,1268,39149,2751,11,21728,5626,40880,5390,11,41755,11335,10979,3963,28932,2257,2043,37780,21090,50,6375,198,1635,49254,26,406,18420,3963,23210,11,42865,11,6375,4810,19238,29722,26,6375,43949,44180,23255,49,8577,24131]"
4026,"[1635,12680,47466,3180,36592,2389,1961,11050,28844,12509,37,3697,1137,5357,47551,2149,1340,10863,31300,19505,7559,1921,3180,7061,5357,198,1635,15529,7788,32761,6375,8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,8959,49094,198,1635,34764]"
4021,"[2685,2777,4092,2625,15,1,10638,2625,42316,273,21293,3084,11,13487,5678,669,11,290,281,7468,5320,198,27,6888,1159,6927,12626,29,42316,669,3556,12626,6927,12626,1398,2625,8658,12915,5320,5,77,24145,26,3556,12626,12240,6888,1159,29,198]"
10374,"[3180,7061,5357,15529,7788,32761,6375,198,1635,8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,8959,49094,34764,11015,198,1635,3963,34482,3398,1565,5603,25382,5357,376,46144,7473,317,16652,2149,37232,33079,48933,15986,13954,48778,1961,13]"
4018,"[3835,11,290,584,36593,286,674,6467,2968,3707,13,3423,338,281,4296,286,644,356,760,290,644,345,761,284,760,13,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
10379,"[32761,6375,198,9,8959,49094,11,47783,2751,21728,5626,40880,5390,3336,34764,11015,3963,34482,3398,1565,5603,25382,11,198,9,376,46144,7473,317,16652,2149,37232,33079,48933,5357,44521,1268,10913,2751,12529,13,3268,8005,49261,50163,3336,198,9,37195,20673]"
10390,"[3161,3194,7170,13,198,1635,12680,47466,3180,36592,2389,1961,11050,8410,27799,3486,16437,47466,10148,1921,3180,7061,5357,15529,198,1635,7788,32761,6375,8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,8959,49094,34764,11015,3963,34482,3398]"
10391,"[1422,447,247,83,760,11,1317,340,4236,447,247,290,345,447,247,297,307,17600,618,262,2423,318,4481,13,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
