Example ID,Suffix Guess
13999,"[1398,2625,34924,5320,198,220,220,220,1279,7146,1398,2625,25677,5320,198,220,220,220,7359,7146,29,198,220,220,220,1279,71,16,1398,2625,25677,5320,198,220,220,220,220,220,220,220,18435,2159,198,220,220,220,7359,71,16,29]"
815,"[13,22,14,25471,14,18769,26418,13,1084,13,25471,1,11540,2625,26270,22842,12,33,53,56,4178,50,5064,68,42,16,67,38,76,41,3861,2584,27399,7801,17184,70,2624,46,76,52,66,1383,22,261,18,18276,67,70,19,33906]"
1653,"[52,10853,49,10,73,54,85,57,52,80,18,52,17,68,19,69,43,54,17,3528,10,33,69,48,53,56,4178,50,5064,68,42,55,67,10,85,87,89,24,52,3104,85,2327,54,1,3272,47103,2625,272,6704,23984]"
3588,"[7559,1921,3180,7061,5357,198,2235,15529,7788,32761,6375,8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,198,2235,8959,49094,34764,11015,3963,34482,3398,1565,5603,25382,5357,376,46144,7473,317,16652,2149,37232,33079,48933,198,2235,15986]"
6479,"[3843,1137,11,19387,13,7559,1921,3180,7061,5357,15529,201,198,1635,7788,32761,6375,8959,49094,34764,11015,11,47783,2751,11,21728,5626,40880,5390,11,3336,201,198,1635,8959,49094,34764,11015,3963,34482,3398,1565,5603,25382,5357,376,46144,7473,317,16652]"
3602,"[13,785,857,407,13446,393,11438,262,3186,290,2594,286,777,7686,13,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256,50256]"
6462,"[47466,3180,36592,2389,1961,366,1921,3180,1600,42881,34764,56,3963,15529,509,12115,11,198,1635,7788,32761,6375,8959,49094,11,47783,2751,21728,5626,40880,5390,3336,34764,11015,3963,198,1635,34482,3398,1565,5603,25382,11,376,46144,7473,317,16652,2149,37232]"
10725,"[28664,29,198,27,1860,6927,8189,29,3672,3556,8189,29,532,262,1438,284,307,973,355,281,27421,329,281,1279,64,13291,2625,40720,40720,40720,40720,40720,40720,785,14,69,1603,19875,14,19650,1559,14,19608,397,521,14,600,305,4443,14]"
3603,"[1600,42881,34764,56,3963,15529,509,12115,11,7788,32761,198,2,6375,8959,49094,11,47783,2751,21728,5626,40880,5390,3336,34764,11015,3963,34482,3398,1565,5603,19676,12,198,2,7283,56,11,376,46144,7473,317,16652,2149,37232,33079,48933,5357,44521,1268]"
3605,"[19,13,15,13,15,1,35555,5907,25,87,13396,2625,4023,1378,2503,13,86,18,13,2398,14,14585,14,55,5805,27054,2611,12,39098,1,2124,13396,25,15952,2611,14749,2625,4023,1378,2611,574,13,43073,13,2398,14,47,2662,14,19]"
